CUSTOMER_ID,X1,X2,X3,X4,Y
87,B,1,,0.163438374,0
88,B,1,,0.163438374,0
89,A,1,,-0.02452553,0
90,B,1,,-0.663602805,0
91,A,1,,-0.663602805,0
92,A,1,,-0.663602805,0
93,B,1,,-0.663602805,0
94,A,1,,-0.663602805,0
95,B,1,,-0.663602805,0
96,B,1,,-0.663602805,0
97,A,1,,-0.663602805,0
98,B,1,,-0.663602805,0
99,B,1,,-0.663602805,0
100,A,1,,-0.663602805,0
101,B,1,,-0.663602805,0
102,A,1,,-0.663602805,0
103,A,1,,-0.663602805,1
104,A,1,,-0.663602805,0
105,B,1,,-0.663602805,0
106,A,1,,-0.663602805,1
107,B,1,,-0.663602805,0
108,A,1,,-0.663602805,0
109,B,1,,-0.663602805,0
110,B,1,,-0.663602805,0
111,A,1,,-0.663602805,1
112,B,1,,-0.663602805,0
113,A,1,,-0.663602805,0
114,B,1,,-0.663602805,0
115,B,1,,-0.663602805,0
116,B,1,,-0.663602805,0
117,B,1,,-0.663602805,0
118,B,1,,-0.663602805,0
119,B,1,,-0.663602805,0
120,B,1,,-0.663602805,0
121,B,1,,-0.663602805,0
122,B,1,,-0.663602805,0
123,B,1,,-0.663602805,0
124,A,1,,-0.663602805,0
125,B,1,,-0.663602805,0
126,B,1,,-0.663602805,1
127,A,1,,-0.663602805,0
128,A,1,,-0.663602805,1
129,B,1,,-0.663602805,0
130,B,1,,-0.663602805,0
131,B,1,,-0.663602805,0
132,B,1,,-0.663602805,0
133,B,1,,-0.663602805,0
134,B,1,,-0.663602805,0
135,A,1,,-0.663602805,1
136,A,1,,-0.663602805,1
137,B,1,,-0.663602805,0
138,B,1,,-0.663602805,0
139,B,1,,-0.663602805,0
140,A,1,,-0.663602805,0
141,B,1,,-0.663602805,1
142,B,1,,-0.663602805,0
143,B,1,,-0.663602805,0
144,B,1,,-0.663602805,0
145,A,1,,-0.663602805,0
146,B,1,,-0.663602805,0
147,B,1,,-0.663602805,1
148,B,1,,-0.663602805,0
149,A,2,,0.125845593,0
150,A,2,,0.125845593,0
151,A,3,,-4.347695332,0
152,A,3,,-4.347695332,0
153,A,3,,-4.347695332,0
154,A,3,,-4.347695332,0
155,A,3,,-4.347695332,0
156,A,1,,-0.43804612,1
157,A,3,,0.539366183,0
158,A,3,,0.539366183,0
159,A,3,,0.539366183,0
160,A,3,,0.539366183,0
161,A,3,,0.539366183,0
162,A,3,,0.539366183,0
163,A,1,,1.66714961,1
164,A,1,,1.66714961,0
165,A,1,,-3.219911905,0
166,A,1,,-3.219911905,0
167,A,1,,-3.219911905,0
168,A,1,,-3.219911905,0
169,B,1,,-3.219911905,0
170,A,1,,-3.219911905,0
171,B,1,,-3.219911905,0
172,A,1,,-3.219911905,0
173,B,1,,-3.219911905,0
174,B,1,,-3.219911905,0
175,A,1,,-3.219911905,0
176,A,1,,-3.219911905,0
177,B,1,,-3.219911905,0
178,B,1,,-3.219911905,0
179,A,1,,-3.219911905,0
180,A,1,,-3.219911905,0
181,A,1,,-3.219911905,0
182,A,1,,-3.219911905,0
183,A,1,,-3.219911905,0
184,A,1,,-3.219911905,0
185,A,1,,-3.219911905,0
186,A,1,,-3.219911905,0
187,A,1,,-3.219911905,0
188,B,1,,-3.219911905,0
189,B,1,,-3.219911905,0
190,A,1,,-3.219911905,0
191,B,1,,-3.219911905,0
192,B,1,,-3.219911905,0
193,A,1,,-3.219911905,0
194,A,1,,-3.219911905,1
195,A,1,,-3.219911905,0
196,A,1,,-3.219911905,0
197,B,1,,-3.219911905,0
198,A,1,,-3.219911905,0
199,A,1,,-3.219911905,0
200,A,1,,-3.219911905,0
201,A,1,,-3.219911905,0
202,A,1,,-3.219911905,0
203,B,1,,-3.219911905,0
204,A,1,,-3.219911905,0
205,A,1,,-3.219911905,0
206,A,1,,-3.219911905,0
207,B,1,,-3.219911905,0
208,B,1,,-3.219911905,0
209,B,1,,-3.219911905,0
210,A,1,,-3.219911905,0
211,A,1,,-3.219911905,0
212,A,1,,-3.219911905,0
213,A,2,X,-0.588417244,0
214,A,1,,-0.663602805,0
215,A,1,,-0.663602805,0
216,A,1,,-0.663602805,0
217,A,1,,-0.663602805,0
218,A,1,,-0.663602805,0
219,B,1,,-0.663602805,0
220,A,1,,-0.663602805,1
221,A,1,,-0.663602805,0
222,A,1,,-0.663602805,0
223,B,1,,-0.663602805,0
224,A,1,X,-0.701195586,0
225,A,1,,-0.663602805,0
226,A,1,,-0.663602805,0
227,A,1,,-0.663602805,0
228,A,1,,-0.663602805,1
229,A,1,,-0.663602805,0
230,A,1,,-0.663602805,0
231,B,1,,-0.663602805,0
232,B,1,,-0.663602805,0
233,A,1,,-0.663602805,0
234,A,1,,-0.663602805,0
235,B,4,,-0.550824463,0
236,A,4,,-0.550824463,0
237,A,2,,-0.287674996,0
238,A,2,,-0.287674996,0
239,A,2,,-0.287674996,0
240,A,2,,-0.287674996,1
241,B,2,,-0.287674996,0
242,A,2,,-0.287674996,0
243,A,2,,-0.287674996,0
244,A,2,,-0.287674996,0
245,A,2,,-0.287674996,0
246,A,2,,-0.287674996,0
247,A,2,,-0.287674996,0
248,A,2,,-0.287674996,0
249,A,2,,-0.287674996,0
250,A,2,,-0.287674996,0
251,A,2,,-0.287674996,0
252,B,2,,-0.287674996,0
253,A,2,,-0.287674996,0
254,A,2,,-0.287674996,0
255,A,2,,-0.287674996,0
256,A,2,,-0.287674996,0
257,A,2,,-0.287674996,0
258,A,2,,-0.287674996,0
259,B,2,,-0.287674996,0
260,A,2,,-0.287674996,0
261,A,2,,-0.287674996,0
262,B,2,,-0.287674996,0
263,A,2,,-0.287674996,0
264,A,2,,-0.287674996,1
265,A,2,,-0.287674996,0
266,B,2,,-0.287674996,1
267,B,2,,-0.287674996,0
268,A,2,,-0.287674996,0
269,A,2,,-0.287674996,0
270,A,2,,-0.287674996,0
271,A,2,,-0.287674996,0
272,A,2,,-0.287674996,0
273,A,2,,-0.287674996,0
274,A,2,,-0.287674996,0
275,A,2,,-0.287674996,0
276,B,2,,-0.287674996,0
277,B,2,,-0.287674996,0
278,A,2,,-0.287674996,0
279,A,2,,-0.287674996,0
280,B,2,,-0.287674996,0
281,A,2,,-0.287674996,0
282,A,2,,-0.287674996,0
283,A,2,,-0.287674996,0
284,A,2,,-0.287674996,0
285,A,2,,-0.287674996,0
286,A,2,,-0.287674996,0
287,A,2,,-0.287674996,0
288,A,2,,-0.287674996,0
289,A,2,,-0.287674996,0
290,A,2,,-0.287674996,0
291,A,2,,-0.287674996,0
292,A,2,,-0.287674996,0
293,B,2,,-0.287674996,0
294,B,2,,-0.287674996,1
295,B,2,,-0.287674996,0
296,A,2,,-0.287674996,0
297,A,2,,-0.287674996,0
298,A,2,,-0.287674996,0
299,A,2,,-0.287674996,0
300,A,2,,-0.287674996,0
301,A,2,,-0.287674996,0
302,A,2,,-0.287674996,0
303,B,2,,-0.287674996,1
304,A,2,,-0.287674996,0
305,A,2,,-0.287674996,0
306,A,2,,-0.287674996,0
307,A,2,,-0.287674996,0
308,A,2,,-0.287674996,0
309,A,2,,-0.287674996,0
310,A,2,,-0.287674996,0
311,B,2,,-0.287674996,0
312,B,2,,-0.287674996,0
313,B,2,,-0.287674996,0
314,B,2,,-0.287674996,0
315,A,2,,-0.287674996,0
316,A,2,,-0.287674996,0
317,A,2,,-0.287674996,0
318,A,2,,-0.287674996,0
319,A,2,,-0.287674996,0
320,B,2,,-0.287674996,0
321,A,2,,-0.287674996,0
322,A,2,,-0.287674996,0
323,A,2,,-0.287674996,0
324,A,2,,-0.287674996,0
325,B,2,,-0.287674996,1
326,A,2,,-0.287674996,1
327,A,2,,-0.287674996,0
328,B,2,,-0.287674996,1
329,A,2,,-0.287674996,0
330,A,2,,-0.287674996,0
331,B,2,,-0.287674996,0
332,A,2,,-0.287674996,0
333,B,2,,-0.287674996,0
334,A,2,,-0.287674996,0
335,B,2,,-0.287674996,0
336,A,2,,-0.287674996,0
337,A,2,,-0.287674996,0
338,A,2,,-0.287674996,0
339,A,2,,-0.287674996,0
340,A,2,,-0.287674996,0
341,B,2,,-0.287674996,0
342,A,2,,-0.287674996,0
343,A,2,,-0.287674996,0
344,A,2,,-0.287674996,0
345,A,2,,-0.287674996,0
346,A,2,,-0.287674996,0
347,A,2,,-0.287674996,0
348,A,2,,-0.287674996,0
349,A,2,,-0.287674996,0
350,A,2,,-0.287674996,0
351,A,2,,-0.287674996,0
352,A,2,,-0.287674996,0
353,B,2,,-0.287674996,0
354,A,2,,-0.287674996,0
355,A,2,,-0.287674996,0
356,A,2,,-0.287674996,0
357,B,2,,-0.287674996,0
358,B,2,,-0.287674996,0
359,A,2,,-0.287674996,0
360,A,2,,-0.287674996,0
361,B,2,,-0.287674996,0
362,B,2,,-0.287674996,0
363,B,2,,-0.287674996,0
364,A,2,,-0.287674996,0
365,A,2,,-0.287674996,0
366,A,2,,-0.287674996,0
367,B,2,,-0.287674996,0
368,A,2,,-0.287674996,0
369,B,2,,-0.287674996,0
370,A,2,,-0.287674996,1
371,A,2,,-0.287674996,0
372,B,2,,-0.287674996,0
373,A,2,,-0.287674996,0
374,B,2,,-0.287674996,0
375,B,2,,-0.287674996,0
376,A,2,,-0.287674996,0
377,B,2,,-0.287674996,0
378,A,2,,-0.287674996,0
379,A,2,,-0.287674996,0
380,B,2,,-0.287674996,0
381,B,2,,-0.287674996,0
382,A,2,,-0.287674996,0
383,A,2,,-0.287674996,0
384,B,2,,-0.287674996,0
385,A,2,,-0.287674996,0
386,A,2,,-0.287674996,0
387,A,2,,-0.287674996,0
388,A,2,,-0.287674996,0
389,B,2,,-0.287674996,0
390,A,2,,-0.287674996,0
391,B,2,,-0.287674996,0
392,B,2,,-0.287674996,0
393,A,2,,-0.287674996,0
394,B,2,,-0.287674996,0
395,A,2,,-0.287674996,0
396,A,2,,-0.287674996,0
397,A,2,,-0.287674996,0
398,A,2,,-0.287674996,0
399,A,2,,-0.287674996,0
400,B,2,,-0.287674996,0
401,A,2,,-0.287674996,0
402,A,2,,-0.287674996,0
403,A,2,,-0.287674996,0
404,A,2,,-0.287674996,0
405,A,2,,-0.287674996,0
406,A,2,,-0.287674996,0
407,A,2,,-0.287674996,0
408,A,2,,-0.287674996,0
409,A,2,,-0.287674996,0
410,A,2,,-0.287674996,0
411,A,2,,-0.287674996,0
412,B,2,,-0.287674996,0
413,A,2,,-0.287674996,0
414,B,2,,-0.287674996,0
415,A,2,,-0.287674996,1
416,B,2,,-0.287674996,0
417,A,2,,-0.287674996,0
418,A,2,,-0.287674996,0
419,B,2,,-0.287674996,0
420,A,2,,-0.287674996,0
421,B,2,,-0.287674996,0
422,A,2,,-0.287674996,0
423,A,2,,-0.287674996,0
424,B,2,,-0.287674996,0
425,A,2,,-0.287674996,0
426,A,2,,-0.287674996,0
427,A,2,,-0.287674996,0
428,A,2,,-0.287674996,0
429,B,2,,-0.287674996,0
430,A,2,,-0.287674996,0
431,A,2,,-0.287674996,0
432,A,2,,-0.287674996,0
433,B,2,,-0.287674996,0
434,A,2,,-0.287674996,0
435,A,2,,-0.287674996,0
436,A,2,,-0.287674996,1
437,B,2,,-0.287674996,0
438,A,2,,-0.287674996,0
439,A,2,,-0.287674996,0
440,A,2,,-0.287674996,0
441,A,2,,-0.287674996,0
442,A,2,,-0.287674996,0
443,A,2,,-0.287674996,0
444,A,2,,-0.287674996,0
445,B,2,,-0.287674996,0
446,A,2,,-0.287674996,0
447,A,2,,-0.287674996,0
448,A,2,,-0.287674996,0
449,B,2,,-0.287674996,0
450,B,2,,-0.287674996,0
451,B,2,,-0.287674996,0
452,A,2,,-0.287674996,0
453,A,2,,-0.287674996,0
454,A,2,,-0.287674996,0
455,A,2,,-0.287674996,0
456,A,2,,-0.287674996,0
457,A,2,,-0.287674996,0
458,B,2,,-0.287674996,0
459,B,2,,-0.287674996,0
460,A,2,,-0.287674996,0
461,A,2,,-0.287674996,0
462,A,2,,-0.287674996,0
463,A,2,,-0.287674996,0
464,B,2,,-0.287674996,0
465,B,2,,-0.287674996,0
466,B,2,,-0.287674996,0
467,A,2,,-0.287674996,0
468,A,2,,-0.287674996,0
469,B,2,,-0.287674996,0
470,A,2,,-0.287674996,0
471,A,2,,-0.287674996,0
472,B,2,,-0.287674996,0
473,A,2,,-0.287674996,0
474,B,2,,-0.287674996,0
475,B,2,,-0.287674996,0
476,A,2,,-0.287674996,0
477,A,2,,-0.287674996,0
478,A,2,,-0.287674996,0
479,A,2,,-0.287674996,0
480,A,2,,-0.287674996,0
481,A,2,,-0.287674996,0
482,A,2,,-0.287674996,0
483,A,2,,-0.287674996,0
484,B,2,,-0.287674996,0
485,A,2,,-0.287674996,0
486,A,2,,-0.287674996,0
487,A,2,,-0.287674996,0
488,A,2,,-0.287674996,0
489,A,2,,-0.287674996,0
490,A,2,,-0.287674996,0
491,A,2,,-0.287674996,1
492,A,2,,-0.287674996,0
493,A,2,,-0.287674996,0
494,A,2,,-0.287674996,0
495,A,2,,-0.287674996,0
496,A,2,,-0.287674996,0
497,A,2,,-0.287674996,0
498,B,2,,-0.287674996,0
499,A,2,,-0.287674996,0
500,A,2,,-0.287674996,0
501,B,2,,-0.287674996,0
502,A,2,,-0.287674996,0
503,A,2,,-0.287674996,0
504,A,2,,-0.287674996,0
505,A,2,,-0.287674996,0
506,A,2,,-0.287674996,0
507,A,2,,-0.287674996,0
508,B,2,,-0.287674996,0
509,A,2,,-0.287674996,0
510,A,2,,-0.287674996,1
511,A,2,,-0.287674996,0
512,A,2,,-0.287674996,0
513,A,2,,-0.287674996,0
514,A,2,,-0.287674996,0
515,A,2,,-0.287674996,0
516,A,2,,-0.287674996,0
517,B,2,,-0.287674996,0
518,A,2,,-0.287674996,0
519,A,2,,-0.287674996,0
520,A,2,,-0.287674996,0
521,B,2,,-0.287674996,1
522,B,2,,-0.287674996,0
523,B,2,,-0.287674996,0
524,B,2,,-0.287674996,0
525,A,2,,-0.287674996,0
526,B,2,,-0.287674996,0
527,A,2,,-0.287674996,0
528,A,2,,-0.287674996,0
529,A,2,,-0.287674996,0
530,A,2,,-0.287674996,0
531,A,2,,-0.287674996,0
532,A,2,,-0.287674996,0
533,A,2,,-0.287674996,0
534,B,2,,-0.287674996,0
535,A,2,,-0.287674996,0
536,A,2,,-0.287674996,0
537,B,2,,-0.287674996,0
538,A,2,,-0.287674996,0
539,B,2,,-0.287674996,0
540,A,2,,-0.287674996,0
541,B,2,,-0.287674996,0
542,A,2,,-0.287674996,0
543,A,2,,-0.287674996,0
544,B,2,,-0.287674996,0
545,B,2,,-0.287674996,0
546,A,2,,-0.287674996,0
547,A,2,,-0.287674996,0
548,A,2,,-0.287674996,0
549,A,2,,-0.287674996,0
550,A,2,,-0.287674996,0
551,B,2,,-0.287674996,0
552,A,2,,-0.287674996,0
553,B,2,,-0.287674996,0
554,B,2,,-0.287674996,0
555,A,2,,-0.287674996,0
556,A,2,,-0.287674996,0
557,A,2,,-0.287674996,0
558,A,2,,-0.287674996,0
559,A,2,,-0.287674996,0
560,B,2,,-0.287674996,0
561,A,2,,-0.287674996,0
562,A,2,,-0.287674996,0
563,A,2,,-0.287674996,0
564,A,2,,-0.287674996,0
565,B,2,,-0.287674996,0
566,A,2,,-0.287674996,0
567,A,2,,-0.287674996,0
568,B,2,,-0.287674996,0
569,A,2,,-0.287674996,0
570,B,2,,-0.287674996,0
571,A,2,,-0.287674996,0
572,A,2,,-0.287674996,0
573,A,2,,-0.287674996,0
574,A,2,,-0.287674996,0
575,A,2,,-0.287674996,0
576,A,2,,-0.287674996,0
577,A,2,,-0.287674996,0
578,A,2,,-0.287674996,0
579,A,2,,-0.287674996,0
580,B,2,,-0.287674996,0
581,A,2,,-0.287674996,0
582,A,2,,-0.287674996,0
583,A,2,,-0.287674996,0
584,A,2,,-0.287674996,0
585,A,2,,-0.287674996,0
586,A,2,,-0.287674996,0
587,B,2,,-0.287674996,0
588,A,2,,-0.287674996,0
589,B,2,,-0.287674996,0
590,A,2,,-0.287674996,0
591,A,2,,-0.287674996,0
592,B,2,,-0.287674996,0
593,A,2,,-0.287674996,0
594,A,2,,-0.287674996,0
595,A,2,,-0.287674996,0
596,A,2,,-0.287674996,0
597,A,2,,-0.287674996,0
598,A,2,,-0.287674996,0
599,B,2,,-0.287674996,0
600,A,2,,-0.287674996,0
601,A,2,,-0.287674996,0
602,A,2,,-0.287674996,0
603,A,2,,-0.287674996,0
604,A,2,,-0.287674996,0
605,B,2,,-0.287674996,0
606,A,2,,-0.287674996,0
607,A,2,,-0.287674996,0
608,A,2,,-0.287674996,0
609,B,2,,-0.287674996,1
610,A,2,,-0.287674996,0
611,A,2,,-0.287674996,0
612,A,2,,-0.287674996,0
613,A,2,,-0.287674996,0
614,B,2,,-0.287674996,1
615,A,2,,-0.287674996,0
616,A,2,,-0.287674996,0
617,B,2,,-0.287674996,0
618,B,2,,-0.287674996,0
619,B,2,,-0.287674996,0
620,A,2,,-0.287674996,0
621,A,2,,-0.287674996,0
622,A,2,,-0.287674996,0
623,A,2,,-0.287674996,0
624,A,2,,-0.287674996,0
625,A,2,,-0.287674996,0
626,A,2,,-1.490643985,0
627,B,2,,-1.490643985,0
628,A,5,,-0.287674996,0
629,A,5,,-0.287674996,0
630,B,5,,-0.287674996,0
631,A,2,,-0.663602805,0
632,B,1,,-0.475638901,0
633,A,1,,-0.475638901,0
634,B,1,,-0.475638901,1
635,A,1,,1.629556829,1
636,B,1,,2.231041323,0
637,A,2,,1.479185705,0
638,B,2,,1.479185705,0
639,A,1,,-1.340272861,0
640,B,1,,-1.340272861,0
641,A,1,,-1.340272861,0
642,A,1,,-1.340272861,0
643,A,1,,-1.340272861,0
644,A,1,,-1.340272861,0
645,B,1,,-1.340272861,0
646,A,1,,-1.340272861,0
647,B,1,,-1.340272861,0
648,A,1,,-1.340272861,0
649,A,1,,-1.340272861,0
650,A,1,,-1.340272861,0
651,A,1,,-1.340272861,0
652,A,1,,-1.340272861,0
653,A,1,,-1.340272861,0
654,A,1,,-1.340272861,0
655,A,1,,-1.340272861,0
656,A,1,,-1.340272861,0
657,B,1,,-1.340272861,0
658,B,1,,-1.340272861,0
659,A,1,,-1.340272861,0
660,A,1,,-1.340272861,0
661,A,1,,-1.340272861,0
662,A,1,,-1.340272861,0
663,A,1,,-1.340272861,0
664,A,1,,-1.340272861,1
665,A,1,,-1.340272861,0
666,A,1,,-1.340272861,0
667,A,1,,-1.340272861,0
668,A,1,,-1.340272861,0
669,A,1,,-1.340272861,0
670,A,1,,-1.340272861,0
671,A,1,,-1.340272861,0
672,A,1,,-1.340272861,0
673,A,1,,-1.340272861,0
674,A,1,,-1.340272861,0
675,A,1,,-1.340272861,0
676,A,1,,-1.340272861,0
677,A,1,,-1.340272861,0
678,A,1,,-1.340272861,0
679,A,1,,-1.340272861,0
680,A,1,,-1.340272861,0
681,A,1,,-1.340272861,0
682,A,1,,-1.340272861,0
683,A,1,,-1.340272861,0
684,A,1,,-1.340272861,0
685,A,1,,-1.340272861,0
686,A,1,,-1.340272861,0
687,A,1,,-1.340272861,0
688,A,1,,-1.340272861,0
689,B,1,,-1.340272861,0
690,A,1,,-0.400453339,0
691,A,1,,-0.400453339,0
692,B,1,,-0.400453339,0
693,A,1,,-0.400453339,1
694,B,1,,-0.400453339,0
695,B,1,,-0.400453339,0
696,A,1,,-0.400453339,0
697,A,1,,-0.400453339,0
698,A,1,,-0.400453339,0
699,B,1,,-0.400453339,0
700,A,1,,-0.400453339,0
701,A,1,,-0.400453339,0
702,A,1,,-0.400453339,0
703,A,1,,-0.400453339,0
704,B,1,,-1.904164574,0
705,A,1,,-1.904164574,0
706,A,1,,-1.904164574,0
707,A,2,,-3.031948001,0
708,A,2,,-3.031948001,0
709,A,2,,-3.031948001,0
710,A,2,,-3.031948001,0
711,A,2,,-3.031948001,0
712,A,2,,-3.031948001,0
713,A,2,,-3.031948001,0
714,A,2,,-3.031948001,0
715,A,2,,-3.031948001,0
716,A,2,,-3.031948001,0
717,A,2,,-3.031948001,0
718,A,2,,-3.031948001,0
719,A,2,,-3.031948001,0
720,B,4,,2.043077418,0
721,A,3,,-2.092128479,0
722,A,3,,-2.843984097,0
723,A,3,,-2.843984097,0
724,B,2,,0.539366183,0
725,A,2,,-0.400453339,0
726,A,2,,-0.400453339,0
727,B,2,,-0.400453339,0
728,A,2,,-0.400453339,0
729,A,2,,-0.400453339,0
730,B,2,,-0.400453339,0
731,A,2,,-0.400453339,0
732,A,2,,-0.400453339,0
733,B,2,,-0.400453339,0
734,A,2,,-0.400453339,0
735,A,2,,-0.400453339,0
736,B,5,,0.539366183,0
737,A,5,,0.539366183,0
738,A,4,,-0.964345052,0
739,B,4,,-0.964345052,0
740,A,4,,-0.964345052,0
741,A,4,,-0.964345052,0
742,A,4,,-0.964345052,0
743,A,4,,-0.964345052,0
744,A,4,,-0.964345052,0
745,A,4,,-0.964345052,0
746,A,1,,-2.092128479,0
747,A,1,,-2.092128479,0
748,A,1,,-2.092128479,0
749,B,1,,-2.092128479,0
750,A,1,,-2.092128479,0
751,A,4,,-1.528236766,0
752,A,4,,-1.528236766,0
753,A,4,,-1.528236766,0
754,A,4,,-1.528236766,0
755,A,4,,-1.528236766,0
756,A,4,,-1.528236766,0
757,A,4,,-1.528236766,0
758,B,4,,-1.528236766,0
759,B,4,,-1.528236766,0
760,A,4,,-1.528236766,0
761,A,4,,-1.528236766,0
762,B,4,,-1.528236766,0
763,A,4,,-1.528236766,0
764,A,4,,-1.528236766,0
765,A,4,,-1.528236766,0
766,A,4,,-1.528236766,0
767,A,1,,-0.776381148,0
768,B,4,,0.539366183,0
769,A,4,,0.539366183,0
770,A,2,,0.163438374,0
771,B,2,,0.163438374,1
772,B,2,,0.163438374,0
773,A,2,,0.163438374,0
774,B,2,,0.163438374,0
775,B,2,,0.163438374,0
776,B,2,,0.163438374,0
777,B,2,,0.163438374,0
778,A,2,,0.163438374,0
779,A,2,,0.163438374,0
780,A,2,,0.163438374,0
781,B,2,,0.163438374,0
782,A,2,,0.163438374,0
783,A,2,,0.163438374,0
784,A,2,,-0.212489435,0
785,A,2,,-0.212489435,0
786,A,2,,-0.212489435,0
787,A,2,,-0.212489435,0
788,B,2,,-0.212489435,0
789,A,2,,-0.212489435,0
790,A,2,,-0.212489435,0
791,B,2,,-0.212489435,0
792,A,2,,-0.212489435,0
793,B,2,,-0.212489435,0
794,A,2,,-0.212489435,0
795,A,2,,-0.212489435,0
796,A,2,,-0.212489435,0
797,A,2,,-0.212489435,0
798,B,2,,-0.212489435,0
799,B,2,,-0.212489435,0
800,A,1,,0.539366183,0
801,A,1,,-2.843984097,0
802,A,1,,-2.843984097,0
803,A,5,,-1.340272861,0
804,A,5,,-1.340272861,0
805,A,5,,-1.340272861,0
806,A,5,,-1.340272861,0
807,A,5,,-1.340272861,0
808,A,5,,-1.340272861,0
809,A,5,,-1.340272861,0
810,B,2,,-1.152308957,0
811,A,2,,-1.152308957,0
812,A,2,,-1.152308957,1
813,B,2,,-1.152308957,0
814,A,2,,-1.152308957,0
815,A,2,,-1.152308957,0
816,A,2,,-1.152308957,0
817,A,2,,-1.152308957,0
818,B,2,,-1.152308957,0
819,B,2,,-1.152308957,0
820,A,2,,-1.152308957,0
821,A,2,,-1.152308957,0
822,A,2,,-1.152308957,0
823,A,2,,-1.152308957,0
824,A,2,,-1.152308957,0
825,A,2,,-1.152308957,0
826,A,2,,-1.152308957,0
827,A,2,,-1.152308957,0
828,A,2,,-1.152308957,0
829,B,2,,-1.152308957,0
830,B,2,,-1.152308957,0
831,B,2,,-1.152308957,0
832,A,2,,-1.152308957,0
833,B,2,,-1.152308957,0
834,A,2,,-1.152308957,0
835,A,2,,-1.152308957,0
836,B,2,,-1.152308957,0
837,B,2,,-1.152308957,0
838,B,2,,-1.152308957,0
839,A,2,,-1.152308957,0
840,A,2,,-1.152308957,0
841,B,2,,-1.152308957,0
842,A,3,,-2.656020192,0
843,A,3,,-2.656020192,0
844,B,3,,-2.656020192,0
845,A,5,,-0.400453339,0
846,A,5,,-1.528236766,0
847,A,5,,-1.528236766,0
848,A,5,,-1.528236766,0
849,A,5,,-1.528236766,0
850,A,5,,-1.528236766,0
851,A,5,,-1.528236766,0
852,A,5,,-1.528236766,0
853,A,5,,-1.528236766,0
854,A,5,,-1.528236766,0
855,A,1,,0.727330087,0
856,B,1,,0.727330087,0
857,A,1,,0.727330087,0
858,B,1,,-0.212489435,0
859,A,1,,-0.212489435,0
860,A,1,,-0.212489435,0
861,A,1,,0.915293992,0
862,A,1,,-0.663602805,0
863,A,5,,0.877701211,0
864,B,5,,-0.513231682,0
865,B,5,,-0.513231682,0
866,A,5,,-0.513231682,0
867,A,3,,0.088252812,0
868,A,4,,1.591964048,0
869,A,4,,1.591964048,0
870,A,4,,1.591964048,0
871,A,4,,1.591964048,0
872,A,4,,1.441592924,0
873,A,4,,1.441592924,1
874,A,4,,1.591964048,0
875,A,4,,1.441592924,0
